Price,Close,High,Low,Open,Volume
Ticker,BA,BA,BA,BA,BA
Date,,,,,
2010-04-06,56.770545959472656,57.41388247093079,56.307654209078706,56.36257296058019,5193800
2010-04-07,56.56655502319336,56.896067506356765,56.07228629844825,56.61363251056993,6717200
2010-04-08,56.707794189453125,56.84901472670182,55.86831821405716,56.40181735636371,3741500
2010-04-09,56.817623138427734,57.00592115011694,56.33904283368494,56.692097116330515,3345700
2010-04-12,56.425350189208984,56.93531354648107,56.33120715972232,56.60580097188539,3666100
2010-04-13,55.852622985839844,56.244901543716075,55.31127666054801,56.12721677921405,5079300
2010-04-14,56.25274658203125,56.299824082410346,55.55449118098575,55.57018567634417,3495900
2010-04-15,56.5587272644043,56.96670037186005,55.97030934786727,55.97030934786727,2943700
2010-04-16,55.538795471191406,56.566563313168366,54.824845667344995,56.566563313168366,8071300
2010-04-19,55.67216110229492,55.92321908979196,55.04451912639962,55.130814885066016,4203100
2010-04-20,56.02522659301758,56.472423910239144,55.66432505181806,56.12721686336784,4759600
2010-04-21,58.1827392578125,58.56717044088638,56.10366239428485,56.10366239428485,12035700
2010-04-22,59.30467987060547,59.626351217412825,57.80617863020389,58.41813232972374,9088900
2010-04-23,58.94377136230469,59.37528015129119,58.48873280428632,58.87316409812262,5198200
2010-04-26,58.323974609375,59.06930747989376,58.167065576474165,58.512272631691104,4023900
2010-04-27,56.86470413208008,58.78686673050335,56.66856484711052,58.5671916890488,6048300
2010-04-28,56.77841567993164,57.264837389855686,55.970316608408034,57.23345437861907,5699500
2010-04-29,57.89247512817383,58.057231417968296,57.01376893024041,57.2726742366444,5202000
2010-04-30,56.825469970703125,58.43381439106327,56.69209670266814,57.90031533322779,5600900
2010-05-03,58.36320877075195,58.606419583752015,56.84901315759453,56.974545180882515,5407700
2010-05-04,57.10791015625,57.62571471272337,56.66856011006709,57.51587720117764,6229300
2010-05-05,56.02684020996094,56.84751577492521,55.58494029822432,56.73704079699106,5509200
2010-05-06,53.635833740234375,56.41349964170543,48.92484378655026,55.758542598802755,13769700
2010-05-07,52.649444580078125,54.543310662467455,51.92346448829974,53.88834761381695,8926100
2010-05-10,56.02684020996094,56.60289346956169,55.07991010754396,55.20616464499667,8841700
2010-05-11,56.35826873779297,57.34465683256155,55.34820829201957,55.48235562800367,6550300
2010-05-12,57.502471923828125,57.897027088892436,56.84750890491721,56.84750890491721,6330100
2010-05-13,56.626564025878906,57.84179476510701,56.46873833351739,57.3367645904193,3952900
2010-05-14,55.09569549560547,56.34249154468567,54.432845557878004,56.08997642263206,7952800
2010-05-17,54.98520278930664,55.529690791598185,53.35963759113398,55.52179800332967,4813600
2010-05-18,53.43855667114258,55.340309583871246,53.107131751644815,55.15092477564888,8881500
2010-05-19,52.24699783325195,53.304408879066564,51.521017724444576,52.752027997677466,9974000
2010-05-20,49.71394729614258,51.378970457060774,49.55612463919083,51.29216784522647,10899800
2010-05-21,50.94496536254883,51.292175864168414,48.443486846077526,48.91695489095406,10882600
2010-05-24,49.83232116699219,50.984421586992035,49.76130111314468,50.23476613198328,6160500
2010-05-25,49.54035949707031,49.69029242850724,47.8279910439351,48.13574367761615,6903200
2010-05-26,49.91910934448242,51.61570046897049,49.71394201937392,50.18740692975755,7386100
2010-05-27,51.39474868774414,51.473664529509456,50.43203622458523,51.18169156810479,7443400
2010-05-28,50.64509963989258,51.49734021460352,50.116394169977404,51.41053759937737,5775600
2010-06-01,49.67449951171875,51.449994873968066,49.6034794564114,50.71612197253118,6318500
2010-06-02,50.7713623046875,50.79504067481256,48.97219449322807,50.02170980246709,4587900
2010-06-03,50.747684478759766,51.165911999315654,50.11639680333096,51.165911999315654,3775600
2010-06-04,48.25409698486328,50.03748497295253,48.0804917522272,49.911227442912725,8228800
2010-06-07,47.43342208862305,48.68810762502093,47.401856953190105,48.6802148360542,5918400
2010-06-08,48.151512145996094,48.21463940635979,47.22036172644998,47.60702710821417,7191200
2010-06-09,48.69599533081055,49.85598842174639,48.26987505125654,48.514500325122775,7726900
2010-06-10,50.4162483215332,50.51094370936766,49.161563029782606,49.564010902538,5682900
2010-06-11,51.5920295715332,51.84454462830601,49.83231696289474,49.84020674144898,8461800
2010-06-14,51.150123596191406,52.51528690914411,51.063320991414656,52.25487909481386,6000100
2010-06-15,53.24917221069336,53.32018925657763,51.66305862783148,51.820878298975096,6400600
2010-06-16,52.89406204223633,53.31228953477653,52.55474437500741,52.81515221692504,4451700
2010-06-17,53.075557708740234,53.257049696876635,51.986581698187834,53.24916292899835,3637100
2010-06-18,53.62794876098633,53.76998889154799,52.99666397438421,53.17026322690595,6213700
2010-06-21,53.635833740234375,54.71691111276236,53.32018838268587,54.40915854477204,4109500
2010-06-22,52.302223205566406,54.030376473833265,52.199641046701,53.63582137298206,4188200
2010-06-23,53.22549057006836,53.56480826056169,51.805095555778294,52.412707874811666,6098600
2010-06-24,53.20970153808594,53.84887887968893,52.98085885543512,53.004531198393295,7768700
2010-06-25,54.267112731933594,54.26711273193359,52.60998230449583,53.115012415325744,13325500
2010-06-28,53.10713195800781,54.148757437930115,53.07556681977568,53.99882453643611,5517000
2010-06-29,49.74551010131836,52.239095321537214,49.366737548492075,52.16807828996041,9210000
2010-06-30,49.516666412353516,50.66876661359932,49.38251911956665,49.75339887682344,7102200
2010-07-01,49.13001251220703,49.493005586430314,48.38036003530431,49.3036177646522,6465100
2010-07-02,48.87749099731445,49.31939384988753,48.26987570385781,49.1773537547825,3561300
2010-07-06,48.41981506347656,49.729738218913,47.859547396862425,49.485112909022725,5444200
2010-07-07,49.950679779052734,50.0059172574562,48.15939909452359,48.51449932012925,4785100
2010-07-08,51.0791130065918,51.20536752554467,50.14795958991608,50.57407686947863,4489200
2010-07-09,51.02387237548828,51.449986618525465,50.51094950165688,51.449986618525465,3145000
2010-07-12,50.7713623046875,51.27639851996371,50.510960437659925,50.93708079338888,2299500
2010-07-13,50.84237289428711,51.576245656720566,50.64509533471288,51.410533229130216,6208300
2010-07-14,51.094886779785156,51.59991683929432,50.542512033582376,50.73189680079002,3822500
2010-07-15,50.79503631591797,51.907678798923826,49.998033162275796,51.80509661892406,8068800
2010-07-16,48.84592819213867,50.708228959586016,48.67232296493759,50.47149346423295,7016400
2010-07-19,49.85600280761719,49.99804294178732,48.95641729801822,49.49301269150142,5031500
2010-07-20,50.40836715698242,50.5030595507794,48.79069163278991,49.13000629474713,5068600
2010-07-21,49.85600280761719,51.14225078562104,49.45355475739592,50.81871860361076,4459500
2010-07-22,52.554744720458984,52.9571926587558,50.5188387037031,50.5188387037031,7572300
2010-07-23,53.60426712036133,53.79365192148045,52.365364093095614,52.467946272778,5023400
2010-07-26,54.330265045166016,54.440740050457705,53.659522221484714,53.77789001870759,5836600
2010-07-27,54.14875793457031,55.04045052117702,53.975152682918576,54.64589532030837,5686800
2010-07-28,53.122901916503906,53.65949712860731,52.79147705561359,53.359637400244665,5540700
2010-07-29,53.044002532958984,54.07773523980719,52.62577498043062,53.54113992211702,4458600
2010-07-30,53.769981384277344,53.95936619177287,52.45216848054538,52.562643453287315,6022000
2010-08-02,54.99311065673828,55.182495484077826,54.05406726960302,54.45651529558029,5430800
2010-08-03,54.874725341796875,55.237715320019305,54.39336762665919,54.693227342469065,3773400
2010-08-04,54.97795104980469,55.51780698470442,54.90650246844422,55.11291351927518,3860000
2010-08-05,54.54923629760742,54.97794591679707,54.2475544427779,54.56511779666103,4312900
2010-08-06,54.541297912597656,54.55717941233977,53.47746759653893,54.00938275456829,4498800
2010-08-09,54.77152633666992,55.15260355539795,54.34281673698222,54.91442953656582,2904300
2010-08-10,54.477783203125,54.75564884333795,53.62036403588217,54.215793003631354,4126200
2010-08-11,52.080177307128906,53.398062780666606,51.540321555814714,53.33454891415536,5230700
2010-08-12,51.365665435791016,51.81819117000806,51.159254439141954,51.32597380890442,3847700
2010-08-13,51.4768180847168,52.15957714505226,51.238650122726675,51.278341754549906,3665200
2010-08-16,51.12749481201172,51.54826358836003,50.532065926911464,51.024283262104206,3033200
2010-08-17,52.38981628417969,53.120213864353985,51.32598594267112,51.730879397536995,4303900
2010-08-18,52.397735595703125,52.68354191078635,51.59588976410768,52.43743327274834,2812800
2010-08-19,51.30215835571289,52.25484221285416,50.92902192694408,52.19132834050707,4200700
2010-08-20,51.28628158569336,51.389493152023476,50.48443855871589,50.96871825170736,3865900
2010-08-23,50.25419998168945,51.79437502317281,50.18274839051966,51.67528802838713,3887800
2010-08-24,48.372657775878906,49.86520082250186,48.05509439455186,49.658783716086624,9981400
2010-08-25,48.237674713134766,48.51554332773756,47.221477108549735,48.02332299158016,5143200
2010-08-26,48.682273864746094,49.66671779175676,48.48379753521647,48.71403080431286,4883300
2010-08-27,50.14305877685547,50.28596197356361,48.086843922564256,48.531431982157194,6851600
2010-08-30,49.301517486572266,50.16687437712956,49.301517486572266,50.016033461714386,3279200
2010-08-31,48.53144073486328,49.36504084699603,48.26945048414529,49.222137624515106,5309500
2010-09-01,49.45234298706055,50.08746637892171,48.95218199099797,49.05539048858392,5688800
2010-09-02,50.32564926147461,50.32564926147461,49.3809031802943,49.49204942178516,3465800
2010-09-03,51.318031311035156,51.93727639390155,50.88138103105709,51.183068881593194,3471600
2010-09-07,50.34947204589844,51.008414890384294,50.24626653870849,51.008414890384294,2529800
2010-09-08,51.206886291503906,51.60383889841479,50.476494948471746,50.492370387661104,3747800
2010-09-09,50.36534881591797,52.10400025236586,49.97633693284682,52.008735497255806,4190700
2010-09-10,50.68291473388672,50.889328780404966,49.984277218310126,50.31771902084992,3210300
2010-09-13,50.96077346801758,51.58795926275975,50.7464156857938,51.38948297544953,3119100
2010-09-14,49.825496673583984,51.08780625663864,49.56350949216201,50.82581604670822,6025500
2010-09-15,49.80168533325195,49.84932074747175,49.13480467671856,49.61114973339027,4928100
2010-09-16,49.68259048461914,50.29389484340258,49.38090565083062,49.53174655347083,4676500
2010-09-17,49.97633743286133,50.28596000409973,49.222126819442416,50.22244612871325,10702700
2010-09-20,50.587646484375,50.730549680088586,49.6428972428787,50.00809598109584,4169100
2010-09-21,50.9925422668457,51.20689404193376,50.32565863665074,50.65115970244363,5361200
2010-09-22,50.73054885864258,51.49269720443516,50.5161940685431,51.11162000303055,3635500
2010-09-23,49.7381706237793,50.40505122866099,49.6667190222381,50.26214802557859,3656800
2010-09-24,51.28628158569336,51.46888247126577,50.27802451158087,50.428865429544594,4626900
2010-09-27,50.722599029541016,51.36566025621109,50.65114744563236,51.294211700810216,2762400
2010-09-28,51.22276306152344,51.34185005809395,49.968394365919195,50.69084800812691,3561500
2010-09-29,52.37392044067383,52.60415364662358,51.15924660622686,51.37359831824064,5874700
2010-09-30,52.82644271850586,53.96172718152705,52.43743094023022,53.263086861504874,8214300
2010-10-01,53.05669403076172,53.969686360878846,52.9296662720943,53.62036608156035,4483000
2010-10-04,52.659732818603516,53.89822297939769,52.2865964093858,52.8502683686451,4073700
2010-10-05,54.4619026184082,54.76359051028274,53.2075307849705,53.2075307849705,7517800
2010-10-06,54.44601058959961,55.08907175138533,54.31104818278296,54.4698267723302,4718400
2010-10-07,54.35075378417969,54.890609607346924,53.82677945826189,54.755647165809236,5501400
2010-10-08,54.962066650390625,55.34313780292095,54.10464747167226,54.35869692569806,3335700
2010-10-11,55.5654411315918,55.77185824597609,54.96207734649607,55.18436990490165,3469400
2010-10-12,55.748023986816406,56.049705781607145,54.70801011541784,55.700391613169444,4381600
2010-10-13,56.74042510986328,57.29615651801335,56.09736361514418,56.15293675595919,6038900
2010-10-14,56.65308380126953,57.16118271865175,56.24819039438102,56.94683094854423,3841500
2010-10-15,55.660701751708984,57.08179298301819,55.61306937136888,57.042095294723545,5641300
2010-10-18,55.755958557128906,56.406960505243774,55.59717390087204,55.724201625877534,4818500
2010-10-19,54.81916809082031,55.54161882615166,54.263430698932765,55.23199621715005,4493400
2010-10-20,56.65308380126953,57.11355033796494,55.23199255961658,55.57337208757809,8067700
2010-10-21,56.76422119140625,57.06590298364603,56.02588912104159,56.851551247031225,4622700
2010-10-22,56.57369613647461,56.86743723532735,56.05765645487289,56.668960900635696,3062400
2010-10-25,56.89125061035156,57.55018733542396,56.74040668126679,56.90712604956338,4802900
2010-10-26,56.605430603027344,56.88329614987234,56.15290498187559,56.44664596410545,3544500
2010-10-27,56.256126403808594,56.45460271597077,55.343134156459314,56.26406715225966,3808200
2010-10-28,56.58161926269531,56.99445334639415,55.85122795401683,56.605441505883014,4119800
2010-10-29,56.081459045410156,56.73246102304144,55.859166573587125,56.48635236595388,3192300
2010-11-01,55.95445251464844,57.07385592413513,55.50192670110833,56.13704735576929,3321400
2010-11-02,55.39869689941406,56.35138665346045,54.62067329347549,56.24817511398834,6339800
2010-11-03,55.06325912475586,55.69424293067389,54.34441642853945,55.63833328172898,4670800
2010-11-04,56.588783264160156,57.171846110134865,55.73416107464463,55.9098788116149,5758100
2010-11-05,56.924251556396484,57.22776628294,56.309245457448434,56.588793684243,3625800
2010-11-08,56.077613830566406,56.23736001508869,55.71020674670594,55.95780571559816,4171600
2010-11-09,55.310855865478516,56.34918483905914,54.975397985531956,56.12554015873364,4587500
2010-11-10,53.56965637207031,54.064860401222894,53.34601780848329,54.064860401222894,10494700
2010-11-11,52.21184539794922,53.274128535773926,51.94826877472553,53.15432651948462,10033700
2010-11-12,50.39078140258789,52.11600061129481,50.32688292785761,51.924311280797916,16721500
2010-11-15,50.80610275268555,51.197470172531474,50.01537603489127,50.59843579587855,10964500
2010-11-16,50.143184661865234,50.59845067828005,49.39239578583053,50.59845067828005,9615800
2010-11-17,49.9195442199707,50.33487519350252,49.655967564002616,50.05532391776238,8173300
2010-11-18,51.604820251464844,51.69267912270953,50.095253963632935,50.59844069501244,11578500
2010-11-19,50.79014205932617,51.70865986053172,50.63039890572822,51.54093092033513,8824700
2010-11-22,51.14157485961914,51.25339415373916,50.159158572475384,50.334876347148125,5908600
2010-11-23,50.798126220703125,51.20547140168777,50.39876987290877,50.66234652493967,6567900
2010-11-24,52.24378967285156,52.37956934088258,51.133573646541585,51.421110645720816,6205700
2010-11-26,51.756587982177734,52.28373522178219,51.652751426027834,51.98820931429381,2279600
2010-11-29,51.40514373779297,51.67670309848042,50.670326556939884,51.38118333463744,4385000
2010-11-30,50.933902740478516,51.28533518673642,50.694289570445996,50.90195350531504,5814100
2010-12-01,52.491390228271484,52.54729986352147,51.53293150352334,51.64475686771653,7515200
2010-12-02,53.18629455566406,53.35402964436614,52.355638416692344,52.41154808169422,4760700
2010-12-03,53.14634323120117,53.25816252053151,52.675099574428245,53.17829247010902,3355900
2010-12-06,53.18629455566406,53.48182055278623,52.69109640670359,53.04253206882763,3455000
2010-12-07,52.89873504638672,53.82523843879547,52.72301730980234,53.54569026408995,4732800
2010-12-08,52.060089111328125,53.162310339464916,51.85242212271323,52.86679056834875,5230600
2010-12-09,51.604820251464844,52.40353283100315,51.43709134100501,52.40353283100315,5188300
2010-12-10,51.24540328979492,51.73261236911029,51.085657113738336,51.62079309271745,5501700
2010-12-13,50.94988250732422,51.421120062800746,50.82208860060157,51.301318035946814,4819600
2010-12-14,51.508975982666016,52.004180008728206,50.8620207000847,50.99780038517321,6304500
2010-12-15,51.30929946899414,51.668723821487816,51.189491351496244,51.34923753939143,3434800
2010-12-16,51.437095642089844,51.79651389545869,50.885981966143326,51.38118600059483,5169100
2010-12-17,51.940277099609375,52.14794407263415,51.397152311947636,51.82845782806372,8884700
2010-12-20,50.53456115722656,51.732627356268075,50.17513977409028,51.70866694634154,9711000
2010-12-21,51.26936721801758,51.397158073956106,50.54253577779425,50.80611241614077,5092900
2010-12-22,51.604820251464844,52.0281369436292,51.12559392248055,51.47702331376589,5256000
2010-12-23,51.96424865722656,52.012175565101685,51.381191772381314,51.56489228920313,3328900
2010-12-27,51.716644287109375,51.84444123657571,51.38118643530116,51.70067271527306,2548500
2010-12-28,51.804508209228516,51.91632750404936,51.38119143687893,51.76457013520913,2635100
2010-12-29,51.956260681152344,52.07606270453001,51.612813995517115,51.91632261089715,2504700
2010-12-30,51.92430877685547,52.10002652704314,51.70067021977794,52.00417881956978,2342900
2010-12-31,52.12398147583008,52.147941876767604,51.61280594351949,51.836444477193744,2137400
2011-01-03,53.034523010253906,53.2581615849861,52.715036720481855,52.83484484085814,8072900
2011-01-04,53.465824127197266,54.00096011404952,53.12237746073959,53.34601601681554,7979900
2011-01-05,53.897125244140625,53.9530348785702,53.1063954367455,53.154322333180225,5890000
2011-01-06,54.95144271850586,55.390731099419156,53.88116440477606,53.88116440477606,7507200
2011-01-07,55.41469192504883,55.989766116608514,54.951443131799145,55.23898022757899,6797000
2011-01-10,55.183040618896484,55.638312568421554,54.591995108131336,55.446617191666014,4397400
2011-01-11,55.079219818115234,55.814033943004226,54.84759243432976,55.4865649477858,4443600
2011-01-12,56.02968978881836,56.3012491462949,55.51851421523257,55.59039542384924,5935800
2011-01-13,55.77410125732422,56.309237226637045,55.60637234576468,56.14150831507751,4040100
2011-01-14,55.965789794921875,56.06962023577236,55.42266500106289,55.550461937826576,4551500
2011-01-18,57.88270568847656,57.96257573331374,56.09359109060972,56.596777857408384,9630700
2011-01-19,57.291648864746094,58.298022201966575,56.85235456332179,58.05042328317794,8590500
2011-01-20,56.80446243286133,57.475378329609406,56.1974389355447,56.98816298348228,6909400
2011-01-21,57.25171661376953,57.6830221279342,56.98015117432071,57.43542318401668,4441200
2011-01-24,58.090370178222656,58.16225138737226,57.11593982957107,57.12392256812532,5497100
2011-01-25,57.69901657104492,58.0903902685261,56.9562133511361,57.89869479044304,5186700
2011-01-26,55.92586135864258,56.29327456825644,55.19903596015029,55.90190095229697,13111000
2011-01-27,56.35717010498047,56.708605667550415,55.909892911669424,55.91788174546276,5743600
2011-01-28,55.294891357421875,56.668672292784855,55.111184727105616,56.54887024442125,5376400
2011-01-31,55.49455261230469,55.87793123735681,55.20701559666891,55.318834870116895,4559800
2011-02-01,56.14152526855469,56.3092542307646,55.59041146865408,55.909897817780454,4780400
2011-02-02,56.7086067199707,56.86036409638678,55.75015383260407,55.77411424073401,4249100
2011-02-03,56.692623138427734,57.01210330408829,56.40508611437839,56.70859470923334,5092000
2011-02-04,57.01211166381836,57.21977867690294,56.453015198238084,56.62873297133316,4079200
2011-02-07,57.45140838623047,57.59517692506579,56.82841341584227,57.052052010987296,4153200
2011-02-08,58.074405670166016,58.16226456371518,57.52329190039306,57.643100036477826,4083900
2011-02-09,58.3475227355957,58.41179244278109,57.84141258197818,58.15471974313617,4565700
2011-02-10,58.37165451049805,58.63675644497289,57.720934160897805,58.186880552191965,4917000
2011-02-11,57.95390319824219,58.395749939162506,57.78519975055413,58.034237297746174,4076100
2011-02-14,58.050315856933594,58.40378716965981,57.52009969419462,58.40378716965981,4091200
2011-02-15,57.35941696166992,57.85749199921831,57.11037331379751,57.7771579088813,4387500
2011-02-16,58.22701644897461,58.33948535607112,57.407593121162,57.60843133084803,4456600
2011-02-17,58.03424072265625,58.251149546126776,57.79323840992145,58.17884456193684,3046400
2011-02-18,58.67691421508789,59.06252029087356,57.94585991405137,57.94585991405137,5358600
2011-02-22,56.98183822631836,58.23506715814954,56.539991549532736,58.122598209349206,5560100
2011-02-23,56.41948318481445,57.43170353927027,56.2347093003108,56.98986307222598,5551900
2011-02-24,56.845252990722656,58.243085322311174,56.307001888941265,56.51587535934753,7015600
2011-02-25,58.08243942260742,59.68111059127623,57.88963023962834,59.39993819413829,8127200
2011-02-28,57.84947204589844,58.56445598264283,57.60042835856895,58.21901382327538,4098500
2011-03-01,56.33112716674805,58.02620286623415,56.22668733076464,57.78519446068606,5186200
2011-03-02,55.8892822265625,56.556066857694674,55.110028637058456,56.32309369275336,7069500
2011-03-03,57.60845184326172,57.70485642471188,56.33915243510863,56.33915243510863,5457700
2011-03-04,57.68074417114258,57.73697863239048,56.45964425676428,57.68074417114258,5702900
2011-03-07,56.941680908203125,57.897673316840944,56.162433339078355,57.52009627715712,5132000
2011-03-08,57.8735466003418,58.24308821767963,57.18266258081125,57.42367091472992,5656300
2011-03-09,57.91371536254883,58.178823325978925,57.30317148986364,57.849451780069415,5379600
2011-03-10,57.27103805541992,58.15472515968775,56.644423674740864,57.2871024191642,5505700
2011-03-11,57.552207946777344,57.753046195092196,56.44358302255423,56.467682631696505,3855800
2011-03-14,56.82918930053711,57.2228366820786,56.15437572491792,57.17463133446511,4378000
2011-03-15,55.98566818237305,56.41947950416644,54.901136813341296,54.901136813341296,6247600
2011-03-16,54.37896728515625,55.96960281491262,54.09778882798074,55.61613165779846,9623800
2011-03-17,54.86900329589844,55.45544745681567,54.50749082810532,55.09394111811852,4408800
2011-03-18,55.51170349121094,55.89731571426856,55.1662613787775,55.600072831305425,5061200
2011-03-21,57.1987419128418,57.58435412221451,56.26685544459645,56.46769373239308,5297900
2011-03-22,57.72090530395508,57.92174353126814,56.8131187229747,57.18266032573918,4725000
2011-03-23,58.41984558105469,58.70101797473636,57.15054605632201,57.53615828844151,5332400
2011-03-24,58.45197296142578,58.909883980827686,58.10653088509819,58.83757901508122,4360200
2011-03-25,58.91790008544922,59.046439494341925,58.106518050925324,58.59656382141016,4696900
2011-03-28,58.88578414916992,59.19909136500905,58.733145100238865,59.046452316077996,3857300
2011-03-29,59.14285659790039,59.39189409409175,58.66887508842594,58.70100994746638,4782500
2011-03-30,59.28746032714844,59.560597435014536,58.925947760205034,59.39189402208,3875400
2011-03-31,59.39189147949219,59.82570286379406,59.02234981044186,59.29548690661486,4199200
2011-04-01,59.4561653137207,60.13097898331923,59.399930841254154,59.68110320358688,3867600
2011-04-04,59.407955169677734,59.53649459872235,58.94201506213431,58.95004417962661,3697100
2011-04-05,58.82954788208008,59.809633476858686,58.41180085431444,59.05448576052427,5217600
2011-04-06,59.22319412231445,59.39189754525661,58.48411070873034,58.90988688983645,4803600
2011-04-07,59.681087493896484,59.91406056967524,59.19104173606809,59.239240948609826,4373400
2011-04-08,59.0223503112793,60.130975327837575,58.67690825024268,59.97834241419171,3099500
2011-04-11,59.25532913208008,59.67307006673417,59.04645560020402,59.166959796636284,2694600
2011-04-12,58.70905303955078,59.11072963758422,58.61264844954731,58.82152199667227,3441100
2011-04-13,57.94587326049805,59.21517298793303,57.47993298903033,58.90990093019908,5078400
